File: drive/output/derived/org_outcomes_practices/org_outcomes/orf___cvsslib.parquet

MD5 hash: 1c8cfa9e602a719e9ce51e0f2bee978f

Keys: time_period 

                                           type  count                           mean                  min                  25%                  50%                  75%                  max           std
time_period                      datetime64[ns]     14  2021-09-30 20:34:17.142857216  2018-07-01 00:00:00  2020-02-15 12:00:00  2021-10-01 00:00:00  2023-05-16 18:00:00  2025-01-01 00:00:00              
pull_request_merged                     float64      1                            2.0                  2.0                  2.0                  2.0                  2.0                  2.0              
pull_request_opened                     float64      1                            2.0                  2.0                  2.0                  2.0                  2.0                  2.0              
num_downloads                             int64     14                   16975.285714               5893.0               7065.5              15372.5              26187.0              31847.0  10179.488142
overall_new_release_count               float64      1                            1.0                  1.0                  1.0                  1.0                  1.0                  1.0              
major_new_release_count                 float64      1                            1.0                  1.0                  1.0                  1.0                  1.0                  1.0              
minor_new_release_count                 float64      1                            0.0                  0.0                  0.0                  0.0                  0.0                  0.0              
patch_new_release_count                 float64      1                            0.0                  0.0                  0.0                  0.0                  0.0                  0.0              
other_new_release_count                 float64      1                            0.0                  0.0                  0.0                  0.0                  0.0                  0.0              
major_minor_release_count               float64      1                            1.0                  1.0                  1.0                  1.0                  1.0                  1.0              
major_minor_patch_release_count         float64      1                            1.0                  1.0                  1.0                  1.0                  1.0                  1.0              

