File: drive/output/derived/org_outcomes_practices/org_outcomes/needle-ai___needle-python.parquet

MD5 hash: 242255e33100fdaa2109241f258274a7

Keys: time_period 

                                           type  count                 mean                  min                  25%                  50%                  75%                  max            std
time_period                      datetime64[ns]      2  2024-10-01 00:00:00  2024-07-01 00:00:00  2024-08-16 00:00:00  2024-10-01 00:00:00  2024-11-16 00:00:00  2025-01-01 00:00:00               
pull_request_merged                     float64      1                  3.0                  3.0                  3.0                  3.0                  3.0                  3.0               
pull_request_opened                     float64      1                  3.0                  3.0                  3.0                  3.0                  3.0                  3.0               
num_downloads                             int64      2             228694.5              18309.0            123501.75             228694.5            333887.25             439080.0  297530.027427
overall_new_release_count               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0               
major_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0               
minor_new_release_count                 float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0               
patch_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0               
other_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0               
major_minor_release_count               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0               
major_minor_patch_release_count         float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0               

