File: drive/output/derived/org_outcomes_practices/repo_collaboration/all/rolling5/numberly___matterhook.parquet

MD5 hash: 271994559f4fafeb10b234c0d7321da6

Keys: time_period 

                                                     type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                                datetime64[ns]      1  2020-07-01 00:00:00  2020-07-01 00:00:00  2020-07-01 00:00:00  2020-07-01 00:00:00  2020-07-01 00:00:00  2020-07-01 00:00:00    
avg_members_per_problem                           float64      1             2.666667             2.666667             2.666667             2.666667             2.666667             2.666667    
pct_members_multiple                              float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_discussion_comment                       float64      1                0.415                0.415                0.415                0.415                0.415                0.415    
proj_hhi_pull_request_closed                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_comment                     float64      1             0.358025             0.358025             0.358025             0.358025             0.358025             0.358025    
proj_hhi_pull_request_merged                      float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5    
proj_hhi_pull_request_opened                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_review_comment              float64      1             0.504132             0.504132             0.504132             0.504132             0.504132             0.504132    
proj_prob_hhi_discussion_comment                  float64      1              0.50625              0.50625              0.50625              0.50625              0.50625              0.50625    
proj_prob_hhi_pull_request_comment                float64      1             0.511111             0.511111             0.511111             0.511111             0.511111             0.511111    
proj_prob_hhi_pull_request_review_comment         float64      1             0.504132             0.504132             0.504132             0.504132             0.504132             0.504132    
num_active_members                                  Int64      1                  3.0                  3.0                  3.0                  3.0                  3.0                  3.0    

