repo_name,time_period,prs_opened,commits,commit_additions,commit_deletions,commit_changes_total,commit_files_changed_count,pr_commits,pr_commit_additions,pr_commit_deletions,pr_commit_changes_total,pr_commit_files_changed_count,push_commits,push_commit_additions,push_commit_deletions,push_commit_changes_total,push_commit_files_changed_count,commits_lt100,commit_additions_lt100,commit_deletions_lt100,commit_changes_total_lt100,commit_files_changed_count_lt100,push_commits_lt100,push_commit_additions_lt100,push_commit_deletions_lt100,push_commit_changes_total_lt100,push_commit_files_changed_count_lt100,pr_commits_lt100,pr_commit_additions_lt100,pr_commit_deletions_lt100,pr_commit_changes_total_lt100,pr_commit_files_changed_count_lt100,comments,issue_comments,pr_comments,own_issue_comments,helping_issue_comments,own_pr_comments,helping_pr_comments,linked_pr_issue_comments,issues_opened,issues_opened_with_linked_pr,pr_reviews,pr_review_comments,prs_merged,issues_closed,first_period,final_period,closed_issue,closed_in_30_days,closed_in_60_days,closed_in_90_days,closed_in_180_days,closed_in_360_days,prs_closed_unmerged,p_prs_closed_unmerged,p_prs_merged,p_review_state_commented,p_review_state_approved,p_review_state_changes_requested,p_prs_merged_30d,p_prs_merged_60d,p_prs_merged_90d,p_prs_merged_180d,p_prs_merged_360d,prs_closed,p_prs_closed,mean_pr_reviews,time_index,departed_actor_id,last_pre_period,treatment_period,abandoned_date,treated_project,treatment,treatment_group,total_important,total_nodes,mean_cluster_overlap,avg_clusters_per_node,pct_nodes_one_cluster,HHI_normalized_degree,HHI_individual_coverage,HHI_individual_coverage_cluster,normalized_degree,imp_to_other_avg_edge_weight,important,imp_to_other_perc_10,imp_to_other_perc_25,imp_to_other_perc_50,imp_to_other_perc_75,imp_to_other_perc_90,imp_to_imp_avg_edge_weight,imp_to_imp_perc_10,imp_to_imp_perc_25,imp_to_imp_perc_50,imp_to_imp_perc_75,imp_to_imp_perc_90,individual_node_coverage,individual_coverage_cluster,overall_overlap,weighted_overall_overlap,prop_important,total_downloads,total_downloads_one_project,total_downloads_period,total_downloads_one_project_period
EpistasisLab/tpot,2016-01-01,0,1,43618,1019,44637,36,0,0,0,0,0,1,43618,1019,44637,36,1,43618,1019,44637,36,1,43618,1019,44637,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,3,21084970,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EpistasisLab/tpot,2016-07-01,0,18,138093,13758,151851,332,0,0,0,0,0,18,138093,13758,151851,332,17,67646,9755,77401,176,17,67646,9755,77401,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016-01-01T00:00:00Z,2023-07-01,,,,,,,0,0,1,0,0,0,1,1,1,1,1,1,1,,4,21084970,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EpistasisLab/tpot,2017-01-01,0,322,45140,47605,92745,1760,0,0,0,0,0,322,45140,47605,92745,1760,318,31219,32844,64063,1343,318,31219,32844,64063,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2016-01-01T00:00:00Z,2023-07-01,,,,,,,0,0,1,0,0,0,1,1,1,1,1,3,1,,5,21084970,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EpistasisLab/tpot,2017-07-01,0,1,1,1,2,1,0,0,0,0,0,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016-01-01T00:00:00Z,2023-07-01,,,,,,,0,0,1,0,0,0,1,1,1,1,1,1,1,,6,21084970,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EpistasisLab/tpot,2018-01-01,11.5,21,7592,5532,13124,261,14,6396,4611,11007,212,7,1196,921,2117,49,21,7592,5532,13124,261,7,1196,921,2117,49,14,6396,4611,11007,212,234,211,23,69,142,3,20,65,126,36,0,1,11,30,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,7,21084970,2021-01-01,2021-07-01,,1,0,14,1,62,0,1,100,,,,0.754098360655738,3.30434782608696,FALSE,1,1,1.5,3,6,0,0,0,0,0,0,,,,,0.0161290322580645,,,,
EpistasisLab/tpot,2018-07-01,12,23,2732,1386,4118,118,17,2730,1373,4103,112,6,2,13,15,6,23,2732,1386,4118,118,6,2,13,15,6,17,2730,1373,4103,112,386,312,74,89,223,7,67,151,184,68,0,11,16,66,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,8,21084970,2021-01-01,2021-07-01,,1,0,14,2,81,27.8481012658228,1.15714285714286,84.2857142857143,0.582990397805213,0.582990397805213,0.582990397805213,0.7125,4.05357142857143,TRUE,1,1,2,3.25,9.5,10,10,10,10,10,10,70.3703703703704,81.4285714285714,19.6428571428571,55.5066079295154,0.0246913580246914,,,,
EpistasisLab/tpot,2019-01-01,8.5,28,705,689,1394,116,12,524,460,984,58,16,181,229,410,58,28,705,689,1394,116,16,181,229,410,58,12,524,460,984,58,244,225,19,70,155,2,17,73,133,44,0,0,13,31,2016-01-01T00:00:00Z,2023-07-01,0.577777777777778,0.444444444444444,0.533333333333333,0.533333333333333,0.555555555555556,0.577777777777778,1,0.0714285714285714,0.928571428571429,0,0,0,0.928571428571429,0.928571428571429,0.928571428571429,0.928571428571429,0.928571428571429,14,1,,9,21084970,2021-01-01,2021-07-01,,1,0,14,1,71,0,1,100,,,,0.742857142857143,3.48076923076923,FALSE,1,1,2,4,6.9,0,0,0,0,0,0,,,,,0.0140845070422535,8.32483820470731e-06,8.61954103416871e-06,12574058189,12144150087
EpistasisLab/tpot,2019-07-01,17.5,26,5734,9750,15484,144,24,5734,9750,15484,144,2,0,0,0,0,26,5734,9750,15484,144,2,0,0,0,0,24,5734,9750,15484,144,272,226,46,64,162,10,36,102,142,61,0,13,26,39,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,10,21084970,2021-01-01,2021-07-01,,1,0,14,1,82,0,1,100,,,,0.876543209876543,3.29577464788732,FALSE,1,1,2,3,6,0,0,0,0,0,0,,,,,0.0121951219512195,1.63406626227949e-05,1.69044060699969e-05,17417408741,16836557216
EpistasisLab/tpot,2020-01-01,27.5,57,32800,31078,63878,337,34,30202,26910,57112,221,23,2598,4168,6766,116,57,32800,31078,63878,337,23,2598,4168,6766,116,34,30202,26910,57112,221,317,239,78,75,164,19,59,107,151,66,0,33,32,40,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,11,21084970,2021-01-01,2021-07-01,,1,0,14,2,72,28.5714285714286,1.16176470588235,83.8235294117647,0.708380067296907,0.708380067296908,0.708380067296907,0.915492957746479,3.71875,TRUE,1,1,3,4,7.40000000000001,48,48,48,48,48,48,90.2777777777778,95.5882352941177,17.1875,32.3529411764706,0.0277777777777778,8.0963515951856e-06,8.39364257406735e-06,22357107133,21565249938
EpistasisLab/tpot,2020-07-01,9.5,40,27921,7073,34994,343,14,5216,2332,7548,112,26,22705,4741,27446,231,40,27921,7073,34994,343,26,22705,4741,27446,231,14,5216,2332,7548,112,271,206,65,76,130,31,34,111,108,45,12,12,13,23,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,12,21084970,2021-01-01,2021-07-01,,1,0,14,1,48,0,1,100,,,,0.851063829787234,5.325,FALSE,1,1.75,2.5,5.25,14.6,0,0,0,0,0,0,,,,,0.0208333333333333,9.15900408785897e-06,9.4223085731767e-06,30584657165,29729975178
