repo_name,time_period,prs_opened,commits,commit_additions,commit_deletions,commit_changes_total,commit_files_changed_count,pr_commits,pr_commit_additions,pr_commit_deletions,pr_commit_changes_total,pr_commit_files_changed_count,push_commits,push_commit_additions,push_commit_deletions,push_commit_changes_total,push_commit_files_changed_count,commits_lt100,commit_additions_lt100,commit_deletions_lt100,commit_changes_total_lt100,commit_files_changed_count_lt100,push_commits_lt100,push_commit_additions_lt100,push_commit_deletions_lt100,push_commit_changes_total_lt100,push_commit_files_changed_count_lt100,pr_commits_lt100,pr_commit_additions_lt100,pr_commit_deletions_lt100,pr_commit_changes_total_lt100,pr_commit_files_changed_count_lt100,comments,issue_comments,pr_comments,own_issue_comments,helping_issue_comments,own_pr_comments,helping_pr_comments,linked_pr_issue_comments,issues_opened,issues_opened_with_linked_pr,pr_reviews,pr_review_comments,prs_merged,issues_closed,first_period,final_period,closed_issue,closed_in_30_days,closed_in_60_days,closed_in_90_days,closed_in_180_days,closed_in_360_days,prs_closed_unmerged,p_prs_closed_unmerged,p_prs_merged,p_review_state_commented,p_review_state_approved,p_review_state_changes_requested,p_prs_merged_30d,p_prs_merged_60d,p_prs_merged_90d,p_prs_merged_180d,p_prs_merged_360d,prs_closed,p_prs_closed,mean_pr_reviews,time_index,departed_actor_id,last_pre_period,treatment_period,abandoned_date,treated_project,treatment,treatment_group,total_important,total_nodes,mean_cluster_overlap,avg_clusters_per_node,pct_nodes_one_cluster,HHI_normalized_degree,HHI_individual_coverage,HHI_individual_coverage_cluster,normalized_degree,imp_to_other_avg_edge_weight,important,imp_to_other_perc_10,imp_to_other_perc_25,imp_to_other_perc_50,imp_to_other_perc_75,imp_to_other_perc_90,imp_to_imp_avg_edge_weight,imp_to_imp_perc_10,imp_to_imp_perc_25,imp_to_imp_perc_50,imp_to_imp_perc_75,imp_to_imp_perc_90,individual_node_coverage,individual_coverage_cluster,overall_overlap,weighted_overall_overlap,prop_important,total_downloads,total_downloads_one_project,total_downloads_period,total_downloads_one_project_period
ClearcodeHQ/mirakuru,2015-01-01,12,37,1054,461,1515,118,12,999,424,1423,96,25,55,37,92,22,37,1054,461,1515,118,25,55,37,92,22,12,999,424,1423,96,131,21,110,8,13,20,90,102,13,32,0,37,12,4,2015-01-01T00:00:00Z,2023-07-01,1,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.5,4,0.25,0.75,0,0,0,0.75,0.75,0.75,0.75,0.75,16,1,,1,27856297,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClearcodeHQ/mirakuru,2015-07-01,12,31,1225,1135,2360,73,14,1173,1092,2265,56,17,52,43,95,17,31,1225,1135,2360,73,17,52,43,95,17,14,1173,1092,2265,56,37,12,25,3,9,14,11,27,7,14,0,15,12,2,2015-01-01T00:00:00Z,2023-07-01,1,0.5,0.5,0.5,0.5,0.5,5,0.3125,0.75,0,0,0,0.6875,0.6875,0.6875,0.75,0.75,16,1,,2,27856297,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClearcodeHQ/mirakuru,2016-01-01,17,35,2093,1483,3576,115,18,1731,1320,3051,77,17,362,163,525,38,35,2093,1483,3576,115,17,362,163,525,38,18,1731,1320,3051,77,36,4,32,1,3,4,28,12,3,8,0,8,16,3,2015-01-01T00:00:00Z,2023-07-01,0.833333333333333,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,1,0.0588235294117647,0.941176470588235,0,0,0,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,17,1,,3,27856297,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClearcodeHQ/mirakuru,2016-07-01,39,100,582,353,935,119,54,260,161,421,60,46,322,192,514,59,100,582,353,935,119,46,322,192,514,59,54,260,161,421,60,137,19,118,10,9,3,115,18,9,8,0,23,42,4,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,4,27856297,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClearcodeHQ/mirakuru,2017-01-01,24,55,30,26,56,27,30,29,25,54,26,25,1,1,2,1,55,30,26,56,27,25,1,1,2,1,30,29,25,54,26,106,0,106,0,0,1,105,0,0,0,0,0,25,1,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,5,27856297,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClearcodeHQ/mirakuru,2017-07-01,24,56,165,118,283,39,30,148,106,254,32,26,17,12,29,7,56,165,118,283,39,26,17,12,29,7,30,148,106,254,32,80,1,79,0,1,1,78,1,1,1,0,4,24,2,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,6,27856297,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClearcodeHQ/mirakuru,2018-01-01,21,49,149,97,246,43,25,92,60,152,32,24,57,37,94,11,49,149,97,246,43,24,57,37,94,11,25,92,60,152,32,37,8,29,1,7,0,29,8,7,7,0,0,22,1,2015-01-01T00:00:00Z,2023-07-01,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,2,0.0769230769230769,0.846153846153846,0,0,0,0.807692307692308,0.846153846153846,0.846153846153846,0.846153846153846,0.846153846153846,24,0.923076923076923,,7,27856297,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClearcodeHQ/mirakuru,2018-07-01,32,69,1239,274,1513,75,37,631,153,784,56,32,608,121,729,19,69,1239,274,1513,75,32,608,121,729,19,37,631,153,784,56,69,10,59,1,9,0,59,5,4,2,0,0,32,2,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,8,27856297,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClearcodeHQ/mirakuru,2019-01-01,38,92,1660,500,2160,157,45,1211,437,1648,123,47,449,63,512,34,92,1660,500,2160,157,47,449,63,512,34,45,1211,437,1648,123,84,11,73,3,8,0,73,10,6,5,0,11,40,13,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,9,27856297,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,103334,103334,12574058189,12144150087
ClearcodeHQ/mirakuru,2019-07-01,17,76,368,280,648,87,25,205,197,402,50,51,163,83,246,37,76,368,280,648,87,51,163,83,246,37,25,205,197,402,50,91,2,89,1,1,12,77,0,2,0,0,7,44,4,2015-01-01T00:00:00Z,2023-07-01,0.75,0.25,0.75,0.75,0.75,0.75,1,0.0222222222222222,0.977777777777778,0,0,0,0.977777777777778,0.977777777777778,0.977777777777778,0.977777777777778,0.977777777777778,45,1,,10,27856297,2021-01-01,2021-07-01,,1,0,14,1,7,0,1,100,,,,0.333333333333333,6,FALSE,6,6,6,6,6,89,89,89,89,89,89,,,,,0.142857142857143,167986,167986,17417408741,16836557216
