File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/neoteroi___essentials.parquet

MD5 hash: 4beb85518242e380f3fc4f5266190f34

Keys: time_period 

                                              type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                         datetime64[ns]      1  2025-01-01 00:00:00  2025-01-01 00:00:00  2025-01-01 00:00:00  2025-01-01 00:00:00  2025-01-01 00:00:00  2025-01-01 00:00:00    
avg_members_per_problem                    float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
pct_members_multiple                       float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0    
proj_hhi_discussion_comment                float64      1             0.555556             0.555556             0.555556             0.555556             0.555556             0.555556    
proj_hhi_issue_closed                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_closed               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_comment              float64      1             0.555556             0.555556             0.555556             0.555556             0.555556             0.555556    
proj_hhi_pull_request_merged               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_prob_hhi_discussion_comment           float64      1             0.666667             0.666667             0.666667             0.666667             0.666667             0.666667    
proj_prob_hhi_pull_request_comment         float64      1             0.666667             0.666667             0.666667             0.666667             0.666667             0.666667    
num_active_members                           Int64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0    

