repo_name,time_period,prs_opened,commits,commit_additions,commit_deletions,commit_changes_total,commit_files_changed_count,pr_commits,pr_commit_additions,pr_commit_deletions,pr_commit_changes_total,pr_commit_files_changed_count,push_commits,push_commit_additions,push_commit_deletions,push_commit_changes_total,push_commit_files_changed_count,commits_lt100,commit_additions_lt100,commit_deletions_lt100,commit_changes_total_lt100,commit_files_changed_count_lt100,push_commits_lt100,push_commit_additions_lt100,push_commit_deletions_lt100,push_commit_changes_total_lt100,push_commit_files_changed_count_lt100,pr_commits_lt100,pr_commit_additions_lt100,pr_commit_deletions_lt100,pr_commit_changes_total_lt100,pr_commit_files_changed_count_lt100,comments,issue_comments,pr_comments,own_issue_comments,helping_issue_comments,own_pr_comments,helping_pr_comments,linked_pr_issue_comments,issues_opened,issues_opened_with_linked_pr,pr_reviews,pr_review_comments,prs_merged,issues_closed,first_period,final_period,closed_issue,closed_in_30_days,closed_in_60_days,closed_in_90_days,closed_in_180_days,closed_in_360_days,prs_closed_unmerged,p_prs_closed_unmerged,p_prs_merged,p_review_state_commented,p_review_state_approved,p_review_state_changes_requested,p_prs_merged_30d,p_prs_merged_60d,p_prs_merged_90d,p_prs_merged_180d,p_prs_merged_360d,prs_closed,p_prs_closed,mean_pr_reviews,time_index,departed_actor_id,last_pre_period,treatment_period,abandoned_date,treated_project,treatment,treatment_group,total_important,total_nodes,mean_cluster_overlap,avg_clusters_per_node,pct_nodes_one_cluster,HHI_normalized_degree,HHI_individual_coverage,HHI_individual_coverage_cluster,normalized_degree,imp_to_other_avg_edge_weight,important,imp_to_other_perc_10,imp_to_other_perc_25,imp_to_other_perc_50,imp_to_other_perc_75,imp_to_other_perc_90,imp_to_imp_avg_edge_weight,imp_to_imp_perc_10,imp_to_imp_perc_25,imp_to_imp_perc_50,imp_to_imp_perc_75,imp_to_imp_perc_90,individual_node_coverage,individual_coverage_cluster,overall_overlap,weighted_overall_overlap,prop_important
Azure/azure-uamqp-python,2018-01-01,10,21,261733,260290,522023,1891,12,261730,260276,522006,1890,9,3,14,17,1,18,9327,1749,11076,107,9,3,14,17,1,9,9324,1735,11059,106,5,5,0,1,4,0,0,0,4,0,0,0,9,2,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,7,47871814,2022-01-01,2022-07-01,,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure/azure-uamqp-python,2018-07-01,14,44,184537,22076,206613,1452,25,101035,19427,120462,938,19,83502,2649,86151,514,36,4233,3158,7391,148,18,42,17,59,8,18,4191,3141,7332,140,87,79,8,31,48,3,5,2,26,2,0,0,17,8,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,8,47871814,2022-01-01,2022-07-01,,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure/azure-uamqp-python,2019-01-01,14,63,4530,1381,5911,194,54,2865,1083,3948,124,9,1665,298,1963,70,63,4530,1381,5911,194,9,1665,298,1963,70,54,2865,1083,3948,124,23,12,11,7,5,7,4,4,10,3,0,12,15,5,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,9,47871814,2022-01-01,2022-07-01,,1,0,16,1,6,0,1,100,,,,0.2,0,FALSE,0,0,0,0,0,14,14,14,14,14,14,,,,,0.166666666666667
Azure/azure-uamqp-python,2019-07-01,27,82,11729,3930,15659,358,43,2126,1236,3362,174,39,9603,2694,12297,184,82,11729,3930,15659,358,39,9603,2694,12297,184,43,2126,1236,3362,174,42,20,22,5,15,14,8,17,13,13,0,108,33,3,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,10,47871814,2022-01-01,2022-07-01,,1,0,16,1,14,0,1,100,,,,0.384615384615385,4.25,FALSE,1.6,2.5,3.5,5.25,7.5,53,53,53,53,53,53,,,,,0.0714285714285714
Azure/azure-uamqp-python,2020-01-01,14,98,16674,12777,29451,436,23,947,259,1206,66,75,15727,12518,28245,370,98,16674,12777,29451,436,75,15727,12518,28245,370,23,947,259,1206,66,77,44,33,16,28,10,23,20,17,9,0,35,13,4,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,11,47871814,2022-01-01,2022-07-01,,1,0,16,1,17,0,1,100,,,,0.5,6.75,FALSE,2,3.5,5.5,8.25,13.2,0,0,0,0,0,0,,,,,0.0588235294117647
Azure/azure-uamqp-python,2020-07-01,8,26,2106,416,2522,99,13,676,244,920,37,13,1430,172,1602,62,26,2106,416,2522,99,13,1430,172,1602,62,13,676,244,920,37,35,23,12,7,16,5,7,9,17,5,21,22,13,4,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,12,47871814,2022-01-01,2022-07-01,,1,0,16,1,12,0,1,100,,,,0.909090909090909,3.8,FALSE,1,1.25,2,4,9.3,0,0,0,0,0,0,,,,,0.0833333333333333
Azure/azure-uamqp-python,2021-01-01,23,68,873544,203339,1076883,3924,28,435620,101821,537441,1925,40,437924,101518,539442,1999,66,4277,1356,5633,300,39,3263,736,3999,186,27,1014,620,1634,114,52,36,16,20,16,9,7,15,15,8,80,85,36,10,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,13,47871814,2022-01-01,2022-07-01,,1,0,16,1,13,0,1,100,,,,0.75,7,FALSE,1.8,2,6,8,13.2,0,0,0,0,0,0,,,,,0.0769230769230769
Azure/azure-uamqp-python,2021-07-01,16,64,14355,10633,24988,388,25,1946,773,2719,87,39,12409,9860,22269,301,63,5053,1878,6931,223,38,3107,1105,4212,136,25,1946,773,2719,87,73,32,41,5,27,23,18,9,24,7,148,180,28,1,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,14,47871814,2022-01-01,2022-07-01,,1,0,16,1,17,0,1,100,,,,0.9375,6.86666666666667,FALSE,1,1,2,3.5,11.2,0,0,0,0,0,0,,,,,0.0588235294117647
Azure/azure-uamqp-python,2022-01-01,10,40,3522,2251,5773,139,14,355,601,956,34,26,3167,1650,4817,105,40,3522,2251,5773,139,26,3167,1650,4817,105,14,355,601,956,34,28,21,7,2,19,2,5,2,21,2,119,114,21,15,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,15,47871814,2022-01-01,2022-07-01,,1,0,16,1,16,0,1,100,,,,0.333333333333333,9.4,FALSE,1,1,1,7,25,0,0,0,0,0,0,,,,,0.0625
Azure/azure-uamqp-python,2022-07-01,8,19,469,177,646,57,10,195,107,302,27,9,274,70,344,30,19,469,177,646,57,9,274,70,344,30,10,195,107,302,27,28,24,4,8,16,2,2,3,20,3,17,10,12,5,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,16,47871814,2022-01-01,2022-07-01,,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure/azure-uamqp-python,2023-01-01,6,20,163,138,301,45,8,36,13,49,12,12,127,125,252,33,20,163,138,301,45,12,127,125,252,33,8,36,13,49,12,26,25,1,5,20,0,1,1,21,1,3,1,9,8,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,17,47871814,2022-01-01,2022-07-01,,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClearcodeHQ/mirakuru,2015-01-01,12,37,1054,461,1515,118,12,999,424,1423,96,25,55,37,92,22,37,1054,461,1515,118,25,55,37,92,22,12,999,424,1423,96,131,21,110,8,13,20,90,102,13,32,0,37,12,4,2015-01-01T00:00:00Z,2023-07-01,1,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.5,4,0.25,0.75,0,0,0,0.75,0.75,0.75,0.75,0.75,16,1,,1,27856297,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClearcodeHQ/mirakuru,2015-07-01,12,31,1225,1135,2360,73,14,1173,1092,2265,56,17,52,43,95,17,31,1225,1135,2360,73,17,52,43,95,17,14,1173,1092,2265,56,37,12,25,3,9,14,11,27,7,14,0,15,12,2,2015-01-01T00:00:00Z,2023-07-01,1,0.5,0.5,0.5,0.5,0.5,5,0.3125,0.75,0,0,0,0.6875,0.6875,0.6875,0.75,0.75,16,1,,2,27856297,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
