repo_name,time_period,prs_opened,commits,commit_additions,commit_deletions,commit_changes_total,commit_files_changed_count,pr_commits,pr_commit_additions,pr_commit_deletions,pr_commit_changes_total,pr_commit_files_changed_count,push_commits,push_commit_additions,push_commit_deletions,push_commit_changes_total,push_commit_files_changed_count,commits_lt100,commit_additions_lt100,commit_deletions_lt100,commit_changes_total_lt100,commit_files_changed_count_lt100,push_commits_lt100,push_commit_additions_lt100,push_commit_deletions_lt100,push_commit_changes_total_lt100,push_commit_files_changed_count_lt100,pr_commits_lt100,pr_commit_additions_lt100,pr_commit_deletions_lt100,pr_commit_changes_total_lt100,pr_commit_files_changed_count_lt100,comments,issue_comments,pr_comments,own_issue_comments,helping_issue_comments,own_pr_comments,helping_pr_comments,linked_pr_issue_comments,issues_opened,issues_opened_with_linked_pr,pr_reviews,pr_review_comments,prs_merged,issues_closed,first_period,final_period,closed_issue,closed_in_30_days,closed_in_60_days,closed_in_90_days,closed_in_180_days,closed_in_360_days,prs_closed_unmerged,p_prs_closed_unmerged,p_prs_merged,p_review_state_commented,p_review_state_approved,p_review_state_changes_requested,p_prs_merged_30d,p_prs_merged_60d,p_prs_merged_90d,p_prs_merged_180d,p_prs_merged_360d,prs_closed,p_prs_closed,mean_pr_reviews,time_index,departed_actor_id,last_pre_period,treatment_period,abandoned_date,treated_project,treatment,treatment_group,total_important,total_nodes,mean_cluster_overlap,avg_clusters_per_node,pct_nodes_one_cluster,HHI_normalized_degree,HHI_individual_coverage,HHI_individual_coverage_cluster,normalized_degree,imp_to_other_avg_edge_weight,important,imp_to_other_perc_10,imp_to_other_perc_25,imp_to_other_perc_50,imp_to_other_perc_75,imp_to_other_perc_90,imp_to_imp_avg_edge_weight,imp_to_imp_perc_10,imp_to_imp_perc_25,imp_to_imp_perc_50,imp_to_imp_perc_75,imp_to_imp_perc_90,individual_node_coverage,individual_coverage_cluster,overall_overlap,weighted_overall_overlap,prop_important
AllenInstitute/AllenSDK,2015-01-01,0,19,81580,1049,82629,385,0,0,0,0,0,19,81580,1049,82629,385,17,1373,1048,2421,117,17,1373,1048,2421,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-01-01T00:00:00Z,2023-07-01,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,1,,1,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
AllenInstitute/AllenSDK,2015-07-01,0,24,636038,88848,724886,652,0,0,0,0,0,24,636038,88848,724886,652,22,571414,32292,603706,334,22,571414,32292,603706,334,0,0,0,0,0,18,15,3,5,10,1,2,2,10,2,0,0,0,3,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,2,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,0,9,1,6,0,1,100,,,,0.6,4.33333333333333,FALSE,3.2,3.5,4,5,5.6,0,0,0,0,0,0,,,,,0.166666666666667
AllenInstitute/AllenSDK,2016-01-01,0,7,136948,82471,219419,541,0,0,0,0,0,7,136948,82471,219419,541,4,25598,27824,53422,86,4,25598,27824,53422,86,0,0,0,0,0,9,9,0,1,8,0,0,0,8,0,0,0,0,5,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,3,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,0,9,1,4,0,1,100,,,,0.333333333333333,0,FALSE,0,0,0,0,0,1,1,1,1,1,1,,,,,0.25
AllenInstitute/AllenSDK,2016-07-01,3.5,35,334883,381459,716342,1666,4,55930,38785,94715,217,31,278953,342674,621627,1449,26,47696,40530,88226,324,23,47692,40529,88221,321,3,4,1,5,3,51,42,9,9,33,2,7,2,28,2,0,0,3,14,2015-01-01T00:00:00Z,2023-07-01,0.928571428571429,0.357142857142857,0.714285714285714,0.714285714285714,0.857142857142857,0.928571428571429,2,0.5,0.75,0,0,0,0.75,0.75,0.75,0.75,0.75,4,1,,4,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,0,9,1,13,0,1,100,,,,0.916666666666667,3.45454545454545,FALSE,1,1.5,3,5,6,0,0,0,0,0,0,,,,,0.0769230769230769
AllenInstitute/AllenSDK,2017-01-01,0.5,321,807943,544599,1352542,5329,1,56940,15042,71982,172,320,751003,529557,1280560,5157,305,123320,113980,237300,2083,305,123320,113980,237300,2083,0,0,0,0,0,40,37,3,15,22,2,1,2,20,2,0,0,1,12,2015-01-01T00:00:00Z,2023-07-01,0.785714285714286,0.571428571428571,0.642857142857143,0.785714285714286,0.785714285714286,0.785714285714286,0,0,1,0,0,0,1,1,1,1,1,1,1,,5,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,0,9,1,12,0,1,100,,,,0.545454545454545,4.16666666666667,FALSE,1,1.25,2,6.5,9.5,0,0,0,0,0,0,,,,,0.0833333333333333
AllenInstitute/AllenSDK,2017-07-01,19,168,466294,429160,895454,3289,27,152332,194505,346837,217,141,313962,234655,548617,3072,153,77987,190653,268640,709,127,76742,58966,135708,639,26,1245,131687,132932,70,117,80,37,30,50,14,23,52,46,31,0,17,19,16,2015-01-01T00:00:00Z,2023-07-01,0.65625,0.40625,0.53125,0.53125,0.59375,0.59375,4,0.181818181818182,0.863636363636364,0,0,0,0.772727272727273,0.863636363636364,0.863636363636364,0.863636363636364,0.863636363636364,22,1,,6,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,0,9,2,22,53.8461538461538,1.33333333333333,66.6666666666667,0.510204081632653,0.510204081632653,0.510204081632653,0.761904761904762,2.86666666666667,TRUE,1,1,2,3.5,6.2,13,13,13,13,13,13,72.7272727272727,76.1904761904762,46.6666666666667,39.5348837209302,0.0909090909090909
AllenInstitute/AllenSDK,2018-01-01,29,107,194264,131588,325852,1202,58,31803,69330,101133,343,49,162461,62258,224719,859,104,18879,13728,32607,382,47,8968,5852,14820,198,57,9911,7876,17787,184,113,55,58,21,34,16,42,38,33,25,0,14,34,28,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,7,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,0,9,2,20,57.1428571428572,1.35294117647059,64.7058823529412,0.523629489603025,0.523629489603025,0.523629489603025,0.736842105263158,4.46153846153846,TRUE,2,2,3,7,9.6,6,6,6,6,6,6,70,82.3529411764706,46.1538461538462,62.0689655172414,0.1
AllenInstitute/AllenSDK,2018-07-01,55,197,21862,7607,29469,630,87,9796,3564,13360,270,110,12066,4043,16109,360,197,21862,7607,29469,630,110,12066,4043,16109,360,87,9796,3564,13360,270,126,47,79,24,23,23,56,50,35,38,0,25,60,44,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,8,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,0,9,2,17,63.1578947368421,1.4,60,0.510204081632653,0.510204081632653,0.510204081632653,0.75,5.18181818181818,TRUE,1,1,3,7,13,6,6,6,6,6,6,70.5882352941177,80,54.5454545454545,75.4385964912281,0.117647058823529
AllenInstitute/AllenSDK,2019-01-01,134,371,3310540,46605,3357145,3450,254,1125843,42848,1168691,1620,117,2184697,3757,2188454,1830,347,93254,42394,135648,1407,103,21805,2506,24311,338,244,71449,39888,111337,1069,616,338,278,115,223,87,191,231,202,150,0,146,147,161,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,9,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,1,9,4,36,81.3559322033898,1.90909090909091,45.4545454545455,0.268002380480064,0.27286470143613,0.27286470143613,0.342857142857143,3.75,FALSE,1,1,1.5,3,9,9.25,2.9,4.25,8,13,16.6,,,,,0.111111111111111
AllenInstitute/AllenSDK,2019-07-01,142.5,407,2356751,57742,2414493,3417,258,100224,49454,149678,1263,149,2256527,8288,2264815,2154,402,105769,54417,160186,1398,145,20411,7780,28191,256,257,85358,46637,131995,1142,595,275,320,110,165,72,248,140,177,92,0,312,168,208,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,10,1854389,2018-07-01,2019-01-01T00:00:00Z,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
